36tennis,P-HP-HP-P,localrec_in_36_09.pdb_3.pdb
36tennis,P-HP-HP-P,localrec_in_36_12.pdb_1.pdb
36tennis,P-HP-HP-P,localrec_in_36_21.pdb_1.pdb
36tennis,P-HP-HP-P,localrec_in_36_24.pdb_2.pdb
36tennis,P-HP-HP-P,localrec_in_36_25.pdb_2.pdb
36tennis,P-HP-HP-P,localrec_in_36_29.pdb_2.pdb
36tennis,P-HP-HP-P,localrec_in_36_34.pdb_2.pdb
36tennis,P-PH-PH-P,localrec_in_36_11.pdb_2.pdb
36tennis,P-PH-PH-P,localrec_in_36_12.pdb_2.pdb
36tennis,P-PH-PH-P,localrec_in_36_13.pdb_1.pdb
36tennis,P-PH-PH-P,localrec_in_36_14.pdb_3.pdb
36tennis,P-PH-PH-P,localrec_in_36_16.pdb_2.pdb
36tennis,P-PH-PH-P,localrec_in_36_17.pdb_2.pdb
36tennis,P-PH-PH-P,localrec_in_36_19.pdb_3.pdb
36tennis,P-PH-PH-P,localrec_in_36_20.pdb_1.pdb
36tennis,P-PH-PH-P,localrec_in_36_21.pdb_2.pdb
36tennis,P-PH-PH-P,localrec_in_36_22.pdb_2.pdb
36tennis,P-PH-PH-P,localrec_in_36_25.pdb_3.pdb
36tennis,P-PH-PH-P,localrec_in_36_34.pdb_3.pdb
36tennis,P-PH-PP-H,localrec_in_36_03.pdb_1.pdb
36tennis,P-PH-PP-H,localrec_in_36_04.pdb_3.pdb
36tennis,P-PH-PP-H,localrec_in_36_08.pdb_3.pdb
36tennis,P-PH-PP-H,localrec_in_36_09.pdb_1.pdb
36tennis,P-PH-PP-H,localrec_in_36_15.pdb_2.pdb
36tennis,P-PH-PP-H,localrec_in_36_18.pdb_2.pdb
36tennis,P-PH-PP-H,localrec_in_36_23.pdb_3.pdb
36tennis,P-PH-PP-H,localrec_in_36_24.pdb_3.pdb
36tennis,P-PH-PP-H,localrec_in_36_28.pdb_3.pdb
36tennis,P-PH-PP-H,localrec_in_36_29.pdb_3.pdb
36tennis,P-PH-PP-H,localrec_in_36_30.pdb_3.pdb
36tennis,P-PH-PP-H,localrec_in_36_31.pdb_3.pdb
